rowid;fpl_hostname;fpl_letter;fpl_name;fpl_discmethod;fpl_controvflag;fpl_disc;fpl_orbper;fpl_smax;fpl_eccen;fpl_bmasse;fpl_bmassj;fpl_bmassprov;fpl_rade;fpl_radj;fpl_rads;fpl_dens;fpl_eqt;fpl_insol;fpl_tranflag;fpl_cbflag;fpl_snum;ra_str;ra;dec_str;dec;fst_dist;fst_optmag;fst_optmagband;fst_nirmag;fst_nirmagband;fst_spt;fst_teff;fst_logg;fst_lum;fst_mass;fst_rad;fst_met;fst_metratio;fst_age
74;CoRoT-19;b;CoRoT-19 b;Transit;0;2011;389.713.000;0.051800;0.047000;35.278.000;111.000;Mass;14.460;1.290;0.133;0.71000;2000;;1;0;1;06h28m08.06s;97.033.582;-00d10m14.5s;-0.170681;770.00;14.007;V (Johnson);11.837;Ks (2MASS);F9 V;6090.00;4.07;0.544;1.21;1.65;-0.020;[Fe/H];5.000
75;CoRoT-2;b;CoRoT-2 b;Transit;0;2008;174.299.350;0.027980;0.014300;110.282.000;347.000;Mass;16.432;1.466;0.151;147.000;1521;;1;0;2;19h27m06.49s;291.777.056;+01d23m01.4s;1.383.714;200.00;12.570;V (Johnson);10.310;Ks (2MASS);;5625.00;4.53;-0.321;0.96;0.91;-0.030;[Fe/H];2.700
76;CoRoT-20;b;CoRoT-20 b;Transit;0;2011;924.285.000;0.090000;0.590000;136.666.900;430.000;Mass;9.416;0.840;0.086;887.000;1002;;1;0;1;06h30m52.90s;97.720.408;+00d13m36.9s;0.226919;864.31;14.660;V (Johnson);12.513;Ks (2MASS);G2 V;4947.50;4.20;0.006;1.14;1.37;0.140;;0.100
77;CoRoT-20;c;CoRoT-20 c;Radial Velocity;0;2018;167.500.000.000;2.900.000;0.600000;540.311.000;1.700.000;Msini;12.200;1.090;0.112;1.640.000;;;0;0;1;06h30m52.90s;97.720.408;+00d13m36.9s;0.226919;864.31;14.660;V (Johnson);12.513;Ks (2MASS);G2 V;4947.50;4.20;0.006;1.14;1.37;0.140;;0.100
78;CoRoT-21;b;CoRoT-21 b;Transit;0;2012;272.474.000;0.041700;0.000000;71.829.580;226.000;Mass;14.572;1.300;0.134;136.000;;;1;0;1;06h44m12.588s;101.052.450;-00d17m56.868s;-0.299130;1398.83;16.000;V (Johnson);13.813;Ks (2MASS);F8 IV;6200.00;3.70;0.705;1.29;1.95;0.000;[Fe/H];4.100
79;CoRoT-22;b;CoRoT-22 b;Transit;0;2014;975.598.000;0.092000;0.077000;1.220.000;0.03800;Mass;4.880;0.435;0.045;0.24900;885;;1;0;1;18h42m40.11s;280.667.115;+06d13m08.9s;6.219.136;592.00;13.944;V (Johnson);11.988;Ks (2MASS);G3 V;5939.00;4.36;0.014;1.10;1.14;0.170;[Fe/H];3.300
80;CoRoT-23;b;CoRoT-23 b;Transit;0;2011;363.130.000;0.048000;0.160000;88.990.000;280.000;Mass;11.770;1.050;0.108;300.000;1660;;1;0;1;18h39m07.83s;279.782.615;+04d21m28.1s;4.357.806;600.00;15.630;V (Johnson);12.364;Ks (2MASS);G0 V;5900.00;4.30;0.087;1.14;1.61;0.050;[Fe/H];7.200
81;CoRoT-24;b;CoRoT-24 b;Transit;0;2014;511.340.000;0.056000;0.000000;570.000;0.01800;Mass;3.700;0.330;0.034;0.90000;1070;;1;0;1;06h47m41.41s;101.922.547;-03d43m09.5s;-3.719.301;600.00;15.180;G (Gaia);12.924;Ks (2MASS);K1 V;4950.00;4.55;-0.601;0.91;0.86;0.300;[Fe/H];11.000
82;CoRoT-24;c;CoRoT-24 c;Transit;0;2014;1.175.900.000;0.098000;0.000000;2.800.000;0.08800;Mass;5.000;0.440;0.045;130.000;850;;1;0;1;06h47m41.41s;101.922.547;-03d43m09.5s;-3.719.301;600.00;15.180;G (Gaia);12.924;Ks (2MASS);K1 V;4950.00;4.55;-0.601;0.91;0.86;0.300;[Fe/H];11.000
83;CoRoT-25;b;CoRoT-25 b;Transit;0;2013;486.069.000;0.057800;0.000000;8.581.000;0.27000;Mass;12.110;1.080;0.111;0.15000;1330;;1;0;1;18h42m31.12s;280.629.662;+06d30m49.8s;6.513.829;1000.00;14.711;G (Gaia);12.846;Ks (2MASS);F9;6040.00;4.31;0.141;1.09;1.19;-0.010;[Fe/H];4.500
84;CoRoT-26;b;CoRoT-26 b;Transit;0;2013;420.474.000;0.052600;0.000000;16.526.000;0.52000;Mass;14.120;1.260;0.130;0.28000;1600;;1;0;1;18h39m00.12s;279.750.514;+06d58m11.2s;6.969.787;1670.00;15.468;G (Gaia);13.261;Ks (2MASS);G5;5590.00;3.99;0.451;1.09;1.79;0.010;[Fe/H];8.600
85;CoRoT-27;b;CoRoT-27 b;Transit;0;2014;357.532.000;0.047600;0.065000;330.211.000;1.039.000;Mass;11.287;1.007;0.103;1.260.000;1500;;1;0;1;18h33m59.00s;278.495.813;+05d32m18.5s;5.538.462;1035.15;15.540;V (Johnson);12.985;Ks (2MASS);G2;5900.00;4.40;-0.166;1.05;1.08;-0.100;[M/H];4.210
86;CoRoT-28;b;CoRoT-28 b;Transit;0;2015;520.851.000;0.060300;0.047000;15.382.972;0.48400;Mass;10.705;0.955;0.098;0.69000;;;1;0;1;18h34m45.20s;278.688.338;+05d34m25.4s;5.573.730;560.00;13.412;G (Gaia);11.032;Ks (2MASS);G8/9 IV;5150.00;3.60;0.388;1.01;1.78;0.150;[Fe/H];12.000
87;CoRoT-29;b;CoRoT-29 b;Transit;0;2015;285.057.000;0.038600;0.082000;27.015.550;0.85000;Mass;10.088;0.900;0.092;145.000;;;1;0;1;18h35m36.50s;278.902.103;+06d28m46.7s;6.479.651;765.00;15.239;G (Gaia);13.048;Ks (2MASS);K0 V;5260.00;4.30;-0.347;0.97;0.90;0.200;[Fe/H];4.500
88;CoRoT-3;b;CoRoT-3 b;Transit;0;2008;425.680.000;0.057830;0.000000;688.391.000;2.166.000;Mass;11.320;1.010;0.104;2.640.000;1695;;1;0;1;19h28m13.26s;292.055.263;+00d07m18.6s;0.121820;680.00;13.292;V (Johnson);11.618;Ks (2MASS);F3 V;6740.00;4.22;0.391;1.37;1.56;0.140;[Fe/H];2.200
89;CoRoT-4;b;CoRoT-4 b;Transit;0;2008;920.205.000;0.090000;0.000000;22.883.000;0.72000;Mass;13.340;1.190;0.122;0.52500;1074;;1;0;1;06h48m46.72s;102.194.663;-00d40m22.0s;-0.672774;741.60;13.561;G (Gaia);12.288;Ks (2MASS);;6190.00;4.41;0.185;1.16;1.17;0.150;[Fe/H];1.000
90;CoRoT-5;b;CoRoT-5 b;Transit;0;2009;403.789.620;0.049470;0.090000;14.842.000;0.46700;Mass;15.558;1.388;0.143;0.21700;1438;;1;0;1;06h45m06.54s;101.277.254;+00d48m54.9s;0.815239;904.65;13.902;G (Gaia);12.546;Ks (2MASS);F9 V;6100.00;4.19;0.223;1.00;1.19;-0.250;[M/H];6.900
91;CoRoT-6;b;CoRoT-6 b;Transit;0;2009;888.659.300;0.085500;0.100000;94.074.000;296.000;Mass;13.068;1.166;0.120;232.000;1017;;1;0;1;18h44m17.41s;281.072.525;+06d39m47.5s;6.663.194;657.24;13.912;V (Johnson);12.119;Ks (2MASS);F9 V;6090.00;4.43;0.026;1.05;1.02;-0.200;[Fe/H];2.500
92;CoRoT-7;b;CoRoT-7 b;Transit;0;2009;0.85359163;0.017016;0.000000;317.830;0.01000;Mass;1.681;0.150;0.015;661.000;1756;;1;0;1;06h43m49.47s;100.956.125;-01d03m46.9s;-1.063.033;160.64;11.668;V (Johnson);9.806;Ks (2MASS);G9 V;5275.00;4.50;-0.292;0.82;0.83;0.050;[Fe/H];1.750
93;CoRoT-7;c;CoRoT-7 c;Radial Velocity;0;2009;369.800.000;0.046000;0.000000;840.000;0.02643;Mass;2.830;0.253;0.026;204.000;;;0;0;1;06h43m49.47s;100.956.125;-01d03m46.9s;-1.063.033;160.64;11.668;V (Johnson);9.806;Ks (2MASS);G9 V;5275.00;4.50;-0.292;0.82;0.83;0.050;[Fe/H];1.750
94;CoRoT-8;b;CoRoT-8 b;Transit;0;2010;621.229.000;0.063000;0.000000;6.992.000;0.22000;Mass;6.390;0.570;0.059;160.000;922;;1;0;1;19h26m21.24s;291.588.518;+01d25m35.2s;1.426.452;380.00;14.800;V (Johnson);11.463;Ks (2MASS);K1 V;5080.00;4.58;-0.665;0.88;0.77;0.300;[M/H];3.000
95;CoRoT-9;b;CoRoT-9 b;Transit;0;2009;9.527.265.600;0.402100;0.133000;26.697.720;0.84000;Mass;11.949;1.066;0.110;0.86000;420;;1;0;1;18h43m08.81s;280.786.712;+06d12m15.0s;6.204.172;417.89;13.690;V (Johnson);11.688;Ks (2MASS);G3 V;5625.00;4.54;-0.254;0.96;0.96;-0.010;[Fe/H];6.000
96;CoRoTID 223977153;b;CoRoTID 223977153 b;Transit;0;2017;671.837.000;0.071000;;4.767.450;0.15000;Mass;6.389;0.570;0.059;110.000;938;132.26;1;0;1;06h40m46.84s;100.195.183;+09d15m26.8s;9.257.431;586.20;13.587;G (Gaia);12.193;Ks (2MASS);G0 VI;5970.00;4.67;-0.155;1.08;0.79;0.000;[Fe/H];
97;DE CVn;b;DE CVn b;Eclipse Timing Variations;0;2018;409.810.000.000;5.750.000;0.000000;382.327.330;1.202.930;Msin(i)/sin(i);12.400;1.100;0.113;1.100.000;;;0;1;2;13h26m53.27s;201.721.958;+45d32m46.69s;45.546.303;30.55;11.975;G (Gaia);8.555;Ks (2MASS);;3585.67;;;0.51;;;;
98;DENIS-P J082303.1-491201;b;DENIS-P J082303.1-491201 b;Astrometry;0;2013;24.636.000.000;0.360000;0.345000;905.777.000;2.850.000;Mass;11.900;1.060;0.109;2.950.000;;;0;0;1;08h23m03.13s;125.763.050;-49d12m01.3s;-49.200.359;20.77;18.558;G (Gaia);12.062;Ks (2MASS);L1.5;;;;0.07;;;;1.000
99;DH Tau;b;DH Tau b;Imaging;0;2004;;330.000.000;;349.600.000;1.100.000;Mass;30.264;2.700;0.277;0.69300;2200;;0;0;1;04h29m41.56s;67.423.158;+26d32m58.3s;26.549.520;140.00;12.496;G (Gaia);8.178;Ks (2MASS);M0.5;3751.50;;-0.569;0.33;0.27;;;0.001
100;DP Leo;b;DP Leo b;Eclipse Timing Variations;0;2009;1.022.000.000.000;8.190.000;0.390000;199.588.832;628.000;Mass;12.700;1.140;0.117;535.000;;;0;1;2;11h17m16.00s;169.316.667;+17d57m41.1s;17.961.417;305.06;18.633;G (Gaia);;;;13500.00;;-2.400;0.69;0.01;;;
101;DS Tuc A;b;DS Tuc A b;Transit;0;2019;813.826.800;;0.000000;41.317.900;130.000;Mass;5.700;0.509;0.052;;850;;1;0;2;23h39m39.48s;354.914.490;-69d11m44.7s;-69.195.747;44.12;8.469;V (Johnson);6.676;Ks (2MASS);G6 V;5428.00;4.60;-0.140;1.01;0.96;0.000;;0.045
102;EPIC 201238110;b;EPIC 201238110 b;Transit;0;2019;2.816.560.000;;;416.000;0.01310;M-R relationship;1.870;0.167;0.017;350.000;;;1;0;1;11h58m49.42s;179.705.933;-03d23m21.8s;-3.389.389;159.98;15.261;G (Gaia);11.933;Ks (2MASS);;3588.00;;;0.41;;;;
103;EPIC 201497682;b;EPIC 201497682 b;Transit;0;2019;213.174.000;;;0.26000;0.00082;M-R relationship;0.692;0.062;0.006;431.000;;;1;0;1;11h15m44.79s;168.936.646;+00d29m17.2s;0.488114;254.88;14.102;V (Johnson);11.438;Ks (2MASS);;4991.00;;-0.766;0.78;0.55;;;
104;K2-166;c;EPIC 201615463 c;Transit;0;2019;380.464.000;;;198.000;0.00624;M-R relationship;1.220;0.109;0.011;599.000;;;1;0;1;12h20m45.19s;185.188.293;+02d16m56.8s;2.282.436;481.00;12.074;V (Johnson);10.637;Ks (2MASS);;5942.50;4.09;0.458;1.07;1.60;0.090;[Fe/H];
105;K2-16;d;EPIC 201754305 d;Transit;0;2019;271.578.000;;;108.000;0.00340;M-R relationship;1.030;0.092;0.009;543.000;;;1;0;1;11h40m23.34s;175.097.260;+04d33m26.4s;4.557.340;338.19;14.670;V (Johnson);12.087;Ks (2MASS);K3 V;4761.00;4.63;-0.761;0.67;0.54;-0.330;[Fe/H];
106;K2-50;c;EPIC 201833600 c;Transit;0;2019;396.151.000;;;0.97200;0.00306;M-R relationship;1.000;0.089;0.009;534.000;;;1;0;1;11h17m56.07s;169.483.627;+05d59m18.2s;5.988.378;259.33;14.717;V (Johnson);11.664;Ks (2MASS);;4326.00;4.74;-0.874;0.61;0.63;;;
107;EPIC 201841433;b;EPIC 201841433 b;Transit;0;2019;416.959.000;;;137.000;0.00430;M-R relationship;1.100;0.098;0.010;566.000;;;1;0;1;11h40m49.63s;175.206.772;+06d08m05.5s;6.134.857;441.94;14.867;V (Johnson);12.454;Ks (2MASS);;5053.00;;-0.635;0.80;0.63;;;
108;K2-168;c;EPIC 205950854 c;Transit;0;2019;805.072.200;;;227.000;0.00714;M-R relationship;1.310;0.117;0.012;555.000;961;;1;0;1;22h12m26.37s;333.109.894;-16d20m30.3s;-16.341.755;245.56;12.291;V (Johnson);10.549;Ks (2MASS);;5502.70;4.46;-0.176;0.88;0.83;-0.130;[Fe/H];
109;EPIC 206024342;b;EPIC 206024342 b;Transit;0;2019;450.756.000;;;353.000;0.01110;M-R relationship;1.700;0.152;0.016;395.000;;;1;0;1;22h05m06.53s;331.277.222;-14d07m18.0s;-14.121.665;373.81;13.116;V (Johnson);11.487;Ks (2MASS);;5769.50;;-0.170;0.93;0.82;;;
110;EPIC 206032309;b;EPIC 206032309 b;Transit;0;2019;287.814.000;;;101.000;0.00317;M-R relationship;1.010;0.090;0.009;539.000;;;1;0;1;22h44m57.77s;341.240.692;-13d54m03.3s;-13.900.921;162.09;16.069;G (Gaia);12.538;Ks (2MASS);;3550.11;;;0.22;;;;
111;EPIC 206042996;b;EPIC 206042996 b;Transit;0;2019;529.711.000;;;326.000;0.01020;M-R relationship;1.620;0.145;0.015;421.000;;;1;0;1;22h30m03.26s;337.513.580;-13d36m36.4s;-13.610.113;457.27;16.743;V (Johnson);13.071;Ks (2MASS);;4018.74;;-0.980;0.56;0.67;;;
112;EPIC 206215704;b;EPIC 206215704 b;Transit;0;2019;225.372.000;;;0.66600;0.00210;M-R relationship;0.900;0.080;0.008;502.000;;;1;0;1;22h20m22.76s;335.094.818;-09d30m34.3s;-9.509.531;110.22;16.172;G (Gaia);12.767;Ks (2MASS);;3637.57;;;0.41;;;;
113;EPIC 206317286;b;EPIC 206317286 b;Transit;0;2019;158.252.000;;;0.84000;0.00264;M-R relationship;0.960;0.086;0.009;522.000;;;1;0;1;22h30m28.22s;337.617.584;-07d58m20.7s;-7.972.406;317.20;14.051;V (Johnson);11.635;Ks (2MASS);;5014.67;;-0.593;0.71;0.67;;;
114;EPIC 211822797;b;EPIC 211822797 b;Transit;0;2016;2.116.986.100;0.131000;0.060000;458.000;0.01440;M-R relationship;1.980;0.177;0.018;324.000;;3.50;1;0;1;08h41m38.49s;130.410.370;+17d38m24.0s;17.640.005;187.19;15.256;V (Johnson);11.429;Ks (2MASS);M0;4148.21;;-1.113;0.66;0.57;0.140;[Fe/H];0.790
115;EPIC 211945201;b;EPIC 211945201 b;Transit;0;2018;1.949.221.000;0.149300;0.000000;2.700.000;0.08495;Mass;5.760;0.514;0.053;0.65000;817;;1;0;1;09h06m17.75s;136.573.975;+19d24m08.1s;19.402.252;182.69;10.154;V (Johnson);8.837;Ks (2MASS);G0;6069.00;4.22;0.369;1.17;1.39;0.100;[Fe/H];3.990
116;EPIC 212297394;b;EPIC 212297394 b;Transit;0;2019;228.943.000;;;231.000;0.00727;M-R relationship;1.323;0.118;0.012;548.000;;;1;0;1;13h48m49.49s;207.206.223;-17d36m35.7s;-17.609.905;423.35;14.423;V (Johnson);12.186;Ks (2MASS);;4987.49;;-0.505;0.83;0.75;;;
117;EPIC 212424622;b;EPIC 212424622 b;Transit;0;2019;1.809.830.000;;;535.000;0.01680;M-R relationship;2.170;0.194;0.020;288.000;;;1;0;1;13h29m19.54s;202.331.421;-14d21m34.1s;-14.359.463;622.67;13.354;V (Johnson);11.775;Ks (2MASS);;5782.33;;0.179;1.11;1.22;;;
118;EPIC 212499991;b;EPIC 212499991 b;Transit;0;2019;3.488.500.000;;;319.000;0.01000;M-R relationship;1.600;0.143;0.015;428.000;;;1;0;1;13h29m57.30s;202.488.770;-12d44m05.0s;-12.734.723;285.61;13.552;V (Johnson);11.366;Ks (2MASS);;4982.79;;-0.497;0.91;0.76;;;
119;EPIC 212587672;b;EPIC 212587672 b;Transit;0;2019;1.528.410.000;;;146.000;0.00459;M-R relationship;1.120;0.100;0.010;571.000;;;1;0;1;13h41m46.73s;205.444.702;-10d51m44.8s;-10.862.432;322.88;12.487;V (Johnson);10.857;Ks (2MASS);;5864.75;;0.006;0.95;0.98;;;
120;EPIC 212737443;b;EPIC 212737443 b;Transit;0;2019;1.360.300.000;0.098000;0.200000;720.000;0.02270;M-R relationship;2.586;0.231;0.024;229.000;536;;1;0;1;13h36m53.21s;204.221.695;-07d19m05.3s;-7.318.144;347.45;14.836;V (Johnson);12.160;Ks (2MASS);K3;4684.00;4.62;-0.804;0.69;0.67;-0.137;[Fe/H];
121;EPIC 212737443;c;EPIC 212737443 c;Transit;0;2019;6.555.000.000;0.280000;0.200000;770.000;0.02420;M-R relationship;2.690;0.240;0.025;217.000;316;;1;0;1;13h36m53.21s;204.221.695;-07d19m05.3s;-7.318.144;347.45;14.836;V (Johnson);12.160;Ks (2MASS);K3;4684.00;4.62;-0.804;0.69;0.67;-0.137;[Fe/H];
122;K2-282;c;EPIC 220554210 c;Transit;0;2019;0.70531000;;;279.000;0.00879;M-R relationship;1.480;0.132;0.014;473.000;;;1;0;1;00h53m43.68s;13.432.017;+07d59m43.1s;7.995.316;502.28;14.042;V (Johnson);12.002;Ks (2MASS);;5523.00;4.47;-0.215;0.94;0.94;0.150;[Fe/H];
123;EPIC 220674823;b;EPIC 220674823 b;Transit;0;2016;0.57133100;0.013400;0.000000;772.000;0.02429;Mass;1.820;0.162;0.017;850.000;2119;4293.00;1;0;1;00h52m19.15s;13.079.780;+10d47m40.9s;10.794.699;246.10;12.102;V (Johnson);10.344;Ks (2MASS);G5 V;5617.00;4.45;-0.110;0.97;0.98;0.130;[Fe/H];5.000
124;EPIC 220674823;c;EPIC 220674823 c;Transit;0;2016;1.333.907.900;0.109100;0.180000;580.000;0.01825;Mass;2.730;0.244;0.025;200.000;741;64.00;1;0;1;00h52m19.15s;13.079.780;+10d47m40.9s;10.794.699;246.10;12.102;V (Johnson);10.344;Ks (2MASS);G5 V;5617.00;4.45;-0.110;0.97;0.98;0.130;[Fe/H];5.000
125;EPIC 246851721;b;EPIC 246851721 b;Transit;0;2018;618.023.500;0.072290;;95.349.000;300.000;Mass;11.781;1.051;0.108;310.000;1401;642.00;1;0;2;05h15m40.74s;78.919.746;+16d16m43.5s;16.278.742;336.70;11.439;V (Johnson);9.893;Ks (2MASS);F5 V;6202.00;4.16;0.526;1.32;1.59;0.141;[Fe/H];3.020
126;EPIC 246865365;b;EPIC 246865365 b;Transit;0;2019;338.628.000;;;7.060.000;0.22200;M-R relationship;9.916;0.884;0.091;0.39800;;;1;0;1;05h13m21.39s;78.339.134;+16d24m51.1s;16.414.202;;14.963;V (Johnson);13.206;Ks (2MASS);;6100.00;3.94;0.283;1.09;1.24;-0.100;[Fe/H];
127;EPIC 248847494;b;EPIC 248847494 b;Transit;0;2018;365.000.000.000;4.500.000;0.000000;413.179.000;1.300.000;Mass;12.442;1.110;0.114;;183;0.19;1;0;1;10h37m33.42s;159.389.267;+11d50m33.8s;11.842.731;560.00;12.416;V (Johnson);10.148;Ks (2MASS);;4898.00;3.52;0.548;0.90;2.70;-0.230;[Fe/H];
128;FU Tau;b;FU Tau b;Imaging;0;2008;;800.000.000;;508.528.000;1.600.000;Mass;12.200;1.090;0.112;1.540.000;2375;;0;0;1;04h23m35.74s;65.898.908;+25d02m59.6s;25.049.898;140.00;20.480;G (Gaia);13.329;Ks (2MASS);M7.25;2838.00;;-0.699;0.05;;;;0.001
129;Fomalhaut;b;Fomalhaut b;Imaging;0;2008;55.553.000.000.000;160.000.000;0.870000;82.630.000;260.000;Mass;13.500;1.200;0.123;185.000;;;0;0;1;22h57m39.05s;344.412.689;-29d37m20.1s;-29.622.236;7.70;1.160;V (Johnson);0.945;Ks (2MASS);A3 V;8399.00;4.14;1.217;1.92;1.92;;;0.200
130;GJ 1132;b;GJ 1132 b;Transit;0;2015;162.893.100;0.015300;0.220000;166.000;0.00522;Mass;1.160;0.103;0.011;630.000;529;;1;0;1;10h14m51.78s;153.715.737;-47d09m24.2s;-47.156.727;12.62;13.490;V (Johnson);8.322;Ks (2MASS);M4.5 V;3270.00;4.88;-2.359;0.18;0.21;-0.120;[Fe/H];5.000
131;GJ 1132;c;GJ 1132 c;Transit;0;2018;892.900.000;0.047600;0.270000;264.000;0.00831;Msini;1.430;0.128;0.013;496.000;300;;0;0;1;10h14m51.78s;153.715.737;-47d09m24.2s;-47.156.727;12.62;13.490;V (Johnson);8.322;Ks (2MASS);M4.5 V;3270.00;4.88;-2.359;0.18;0.21;-0.120;[Fe/H];5.000
132;GJ 1148;b;GJ 1148 b;Radial Velocity;0;2010;4.138.000.000;0.166000;0.380000;9.670.000;0.30425;Msini;11.900;1.070;0.109;0.31500;;;0;0;1;11h41m44.63s;175.435.974;+42d45m07.1s;42.751.972;11.02;11.920;V (Johnson);6.822;Ks (2MASS);M4;3264.00;;-1.699;0.35;0.40;;;
133;GJ 1148;c;GJ 1148 c;Radial Velocity;0;2017;53.258.000.000;0.912000;0.342000;6.806.000;0.21414;Msini;9.710;0.866;0.089;0.40900;;;0;0;1;11h41m44.63s;175.435.974;+42d45m07.1s;42.751.972;11.02;11.920;V (Johnson);6.822;Ks (2MASS);M4;3264.00;;-1.699;0.35;0.40;;;
134;GJ 1214;b;GJ 1214 b;Transit;0;2009;158.040.456;0.014110;0.000000;626.125;0.01970;Mass;2.847;0.254;0.026;149.000;547;;1;0;1;17h15m18.92s;258.828.837;+04d57m50.1s;4.963.920;14.65;15.100;V (Johnson);8.782;Ks (2MASS);M4.5;3026.00;4.94;-2.312;0.15;0.22;0.390;[Fe/H];3.000
135;GJ 1265;b;GJ 1265 b;Radial Velocity;0;2018;365.110.000;0.026000;0.040000;740.000;0.02328;Msini;2.630;0.234;0.024;224.000;;;0;0;1;22h13m42.88s;333.428.676;-17d41m08.8s;-17.685.771;10.26;13.570;V (Johnson);8.115;Ks (2MASS);M4.5 V;3236.00;5.09;-2.439;0.18;0.19;-0.040;[Fe/H];
136;GJ 143;b;GJ 143 b;Transit;0;2019;3.561.253.000;0.191500;0.188000;2.270.000;0.07142;Mass;2.610;0.233;0.024;700.000;422;;1;0;1;03h26m59.22s;51.746.769;-63d29m56.8s;-63.499.100;16.33;7.870;V (Johnson);5.375;Ks (2MASS);K4.5;4640.00;4.61;-0.686;0.73;0.69;0.003;[Fe/H];3.800
137;GJ 163;b;GJ 163 b;Radial Velocity;0;2013;863.182.000;0.060700;0.073000;1.060.000;0.03335;Msini;3.250;0.290;0.030;170.000;;;0;0;1;04h09m15.67s;62.315.273;-53d22m25.3s;-53.373.699;15.14;11.810;V (Johnson);7.135;Ks (2MASS);M3.5 V;3500.00;;-1.708;0.40;0.43;0.100;[Fe/H];6.000
138;GJ 163;c;GJ 163 c;Radial Velocity;0;2013;2.563.058.000;0.125400;0.099000;680.000;0.02140;Msini;2.500;0.223;0.023;239.000;;;0;0;1;04h09m15.67s;62.315.273;-53d22m25.3s;-53.373.699;15.14;11.810;V (Johnson);7.135;Ks (2MASS);M3.5 V;3500.00;;-1.708;0.40;0.43;0.100;[Fe/H];6.000
139;GJ 163;d;GJ 163 d;Radial Velocity;0;2013;60.395.116.000;1.030.400;0.373000;2.940.000;0.09250;Msini;5.920;0.528;0.054;0.77900;;;0;0;1;04h09m15.67s;62.315.273;-53d22m25.3s;-53.373.699;15.14;11.810;V (Johnson);7.135;Ks (2MASS);M3.5 V;3500.00;;-1.708;0.40;0.43;0.100;[Fe/H];6.000
140;GJ 179;b;GJ 179 b;Radial Velocity;0;2009;228.800.000.000;2.410.000;0.210000;26.061.000;0.82000;Msini;13.900;1.240;0.128;0.53300;;;0;0;1;04h52m05.73s;73.023.865;+06d28m35.5s;6.476.539;12.36;12.000;V (Johnson);6.942;Ks (2MASS);M3.5 V;3370.00;4.83;-1.796;0.36;0.38;0.300;[Fe/H];
141;GJ 273;b;GJ 273 b;Radial Velocity;0;2017;1.864.980.000;0.091101;0.100000;289.000;0.00909;Msini;1.510;0.135;0.014;461.000;;1.06;0;0;1;07h27m24.50s;111.852.081;+05d13m32.8s;5.225.785;3.80;9.872;V (Johnson);4.857;Ks (2MASS);M3.5;3382.00;;-2.056;0.29;0.29;0.090;[Fe/H];
142;GJ 273;c;GJ 273 c;Radial Velocity;0;2017;472.340.000;0.036467;0.170000;118.000;0.00371;Msini;1.060;0.094;0.010;544.000;;6.66;0;0;1;07h27m24.50s;111.852.081;+05d13m32.8s;5.225.785;3.80;9.872;V (Johnson);4.857;Ks (2MASS);M3.5;3382.00;;-2.056;0.29;0.29;0.090;[Fe/H];
143;GJ 3021;b;GJ 3021 b;Radial Velocity;0;2000;13.371.000.000;0.490000;0.511000;107.104.000;337.000;Msini;13.100;1.170;0.120;262.000;350;;0;0;1;00h16m12.68s;4.052.823;-79d51m04.3s;-79.851.181;17.56;6.590;V (Johnson);4.859;Ks (2MASS);G6 V;5540.00;4.70;-0.180;0.90;0.90;0.100;[Fe/H];0.370
144;GJ 3138;b;GJ 3138 b;Radial Velocity;0;2017;122.003.000;0.019700;0.190000;178.000;0.00560;Msini;1.180;0.106;0.011;595.000;;118.10;0;0;1;02h09m10.90s;32.295.425;-16d20m22.5s;-16.339.592;28.49;10.980;V (Johnson);7.246;Ks (2MASS);M0;3717.00;;-1.347;0.68;0.50;-0.300;[Fe/H];
145;GJ 3138;c;GJ 3138 c;Radial Velocity;0;2017;597.400.000;0.057000;0.110000;418.000;0.01315;Msini;1.880;0.167;0.017;346.000;;13.90;0;0;1;02h09m10.90s;32.295.425;-16d20m22.5s;-16.339.592;28.49;10.980;V (Johnson);7.246;Ks (2MASS);M0;3717.00;;-1.347;0.68;0.50;-0.300;[Fe/H];
146;GJ 3138;d;GJ 3138 d;Radial Velocity;0;2017;25.780.000.000;0.698000;0.320000;1.050.000;0.03304;Msini;3.230;0.288;0.030;171.000;;0.10;0;0;1;02h09m10.90s;32.295.425;-16d20m22.5s;-16.339.592;28.49;10.980;V (Johnson);7.246;Ks (2MASS);M0;3717.00;;-1.347;0.68;0.50;-0.300;[Fe/H];
147;GJ 317;b;GJ 317 b;Radial Velocity;0;2007;69.200.000.000;1.150.000;0.110000;79.450.000;250.000;Mass;13.300;1.180;0.122;186.000;;;0;0;1;08h40m59.22s;130.246.730;-23d27m22.6s;-23.456.289;15.10;11.970;V (Johnson);7.028;Ks (2MASS);M2.5 V;3510.00;;;0.42;;0.360;[Fe/H];5.000
148;GJ 317;c;GJ 317 c;Radial Velocity;0;2018;531.200.000.000;25.000.000;0.308000;48.945.820;154.000;Msini;13.500;1.210;0.124;109.000;;;0;0;1;08h40m59.22s;130.246.730;-23d27m22.6s;-23.456.289;15.10;11.970;V (Johnson);7.028;Ks (2MASS);M2.5 V;3510.00;;;0.42;;0.360;[Fe/H];5.000
